Trembl_Hit	Protein_ID	V2
A0A1Q9BSQ0	Sfitti_g15459	GO:0046872; GO:0008168; GO:0042558
A0A1Q9BSQ0	Sfitti_g6883	GO:0046872; GO:0008168; GO:0042558
A0A1Q9BSQ2	Sfitti_g20339	
A0A1Q9BSQ2	Sfitti_g13929	
A0A1Q9BSQ9	Sfitti_g14264	
A0A1Q9BSR1	Sfitti_g9237	
A0A1Q9BSV2	Sfitti_g16952	
A0A1Q9BSV2	Sfitti_g21069	
A0A1Q9BSV2	Sfitti_g7573	
A0A1Q9BSX4	Sfitti_g11110	
A0A1Q9BSX5	Sfitti_g22237	
A0A1Q9BSY2	Sfitti_g5104	
A0A1Q9BSY2	Sfitti_g23002	
A0A1Q9BSY9	Sfitti_g708	
A0A1Q9BSY9	Sfitti_g20297	
A0A1Q9BSY9	Sfitti_g17704	
A0A1Q9BSZ4	Sfitti_g13475	GO:0016021; GO:0003824; GO:0008152
A0A1Q9BT06	Sfitti_g3642	
A0A1Q9BT06	Sfitti_g5212	
A0A1Q9BT22	Sfitti_g10964	
A0A1Q9BT50	Sfitti_g21881	GO:0004356; GO:0006807
A0A1Q9BT85	Sfitti_g11764	
A0A1Q9BTB0	Sfitti_g14623	
A0A1Q9BTB4	Sfitti_g4513	
A0A1Q9BTB4	Sfitti_g20280	
A0A1Q9BTC7	Sfitti_g5803	
A0A1Q9BTD3	Sfitti_g23902	
A0A1Q9BTD3	Sfitti_g21317	
A0A1Q9BTD3	Sfitti_g23658	
A0A1Q9BTD6	Sfitti_g21403	
A0A1Q9BTF2	Sfitti_g17100	GO:0008484; GO:0008152
A0A1Q9BTG2	Sfitti_g16446	GO:0003676; GO:0008270
A0A1Q9BTG8	Sfitti_g20584	
A0A1Q9BTH3	Sfitti_g11215	
A0A1Q9BTJ5	Sfitti_g13329	GO:0016021
A0A1Q9BTK4	Sfitti_g10354	
A0A1Q9BTL9	Sfitti_g19826	GO:0003677; GO:0015074; GO:0006310
A0A1Q9BTQ3	Sfitti_g11262	
A0A1Q9BTS7	Sfitti_g15587	
A0A1Q9BTT6	Sfitti_g18163	GO:0003777; GO:0007018
A0A1Q9BTV6	Sfitti_g9010	
A0A1Q9BTW7	Sfitti_g15119	
A0A1Q9BTX8	Sfitti_g20518	
A0A1Q9BTY0	Sfitti_g10568	
A0A1Q9BTZ0	Sfitti_g8217	
A0A1Q9BTZ0	Sfitti_g21711	
A0A1Q9BTZ0	Sfitti_g9008	
A0A1Q9BTZ0	Sfitti_g3040	
A0A1Q9BTZ0	Sfitti_g2775	
A0A1Q9BTZ6	Sfitti_g9356	GO:0016021
A0A1Q9BTZ7	Sfitti_g11352	GO:0003824; GO:0008152
A0A1Q9BTZ7	Sfitti_g21537	GO:0003824; GO:0008152
A0A1Q9BTZ7	Sfitti_g14051	GO:0003824; GO:0008152
A0A1Q9BU13	Sfitti_g17502	
A0A1Q9BU14	Sfitti_g4927	
A0A1Q9BU14	Sfitti_g4607	
A0A1Q9BU14	Sfitti_g4928	
A0A1Q9BU19	Sfitti_g6856	
A0A1Q9BU25	Sfitti_g11474	
A0A1Q9BU25	Sfitti_g14456	
A0A1Q9BU25	Sfitti_g20413	
A0A1Q9BU30	Sfitti_g16804	
A0A1Q9BU30	Sfitti_g21431	
A0A1Q9BU34	Sfitti_g5794	
A0A1Q9BU36	Sfitti_g16372	
A0A1Q9BU36	Sfitti_g15107	
A0A1Q9BU36	Sfitti_g10789	
A0A1Q9BU64	Sfitti_g17470	GO:0016021
A0A1Q9BU64	Sfitti_g3193	GO:0016021
A0A1Q9BU64	Sfitti_g14523	GO:0016021
A0A1Q9BU74	Sfitti_g6979	
A0A1Q9BU97	Sfitti_g10324	GO:0016021
A0A1Q9BUC0	Sfitti_g13444	GO:0003964
A0A1Q9BUD8	Sfitti_g8013	
A0A1Q9BUF0	Sfitti_g18483	
A0A1Q9BUF0	Sfitti_g18828	
A0A1Q9BUF0	Sfitti_g1796	
A0A1Q9BUF2	Sfitti_g21250	GO:0016021
A0A1Q9BUH3	Sfitti_g23766	
A0A1Q9BUH3	Sfitti_g23008	
A0A1Q9BUH3	Sfitti_g21653	
A0A1Q9BUH6	Sfitti_g14380	
A0A1Q9BUH6	Sfitti_g4598	
A0A1Q9BUH9	Sfitti_g11025	GO:0003676; GO:0008270
A0A1Q9BUH9	Sfitti_g22729	GO:0003676; GO:0008270
A0A1Q9BUH9	Sfitti_g19022	GO:0003676; GO:0008270
A0A1Q9BUK2	Sfitti_g13573	
A0A1Q9BUL2	Sfitti_g4885	
A0A1Q9BUR0	Sfitti_g8410	
A0A1Q9BUR6	Sfitti_g11123	
A0A1Q9BUS0	Sfitti_g9141	
A0A1Q9BUT0	Sfitti_g22998	GO:0016021
A0A1Q9BUY6	Sfitti_g4957	
A0A1Q9BUY9	Sfitti_g17987	
A0A1Q9BV12	Sfitti_g18183	
A0A1Q9BV19	Sfitti_g24135	
A0A1Q9BV25	Sfitti_g23410	GO:0016021; GO:0016747
A0A1Q9BV25	Sfitti_g6214	GO:0016021; GO:0016747
A0A1Q9BV61	Sfitti_g6907	
A0A1Q9BV72	Sfitti_g20008	
A0A1Q9BVA2	Sfitti_g15256	GO:0016021; GO:0051287; GO:0016491; GO:0007224
A0A1Q9BVA9	Sfitti_g9557	
A0A1Q9BVA9	Sfitti_g8408	
A0A1Q9BVB8	Sfitti_g18167	GO:0016021
A0A1Q9BVE7	Sfitti_g17720	GO:0003676; GO:0015074
A0A1Q9BVF1	Sfitti_g9816	GO:0016021
A0A1Q9BVF6	Sfitti_g15842	GO:0005524; GO:0003678; GO:0006310; GO:0006281; GO:0000723
A0A1Q9BVF7	Sfitti_g19863	
A0A1Q9BVH3	Sfitti_g14362	GO:0003676; GO:0015074
A0A1Q9BVI2	Sfitti_g17101	
A0A1Q9BVI2	Sfitti_g22334	
A0A1Q9BVI6	Sfitti_g23475	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g18932	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g9608	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g18099	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g23066	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g23286	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g22252	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g7333	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g22208	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g20692	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g19317	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g23011	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g21045	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g10257	GO:0016772; GO:0006388
A0A1Q9BVI6	Sfitti_g21990	GO:0016772; GO:0006388
A0A1Q9BVJ1	Sfitti_g10415	
A0A1Q9BVK8	Sfitti_g11131	
A0A1Q9BVK8	Sfitti_g12790	
A0A1Q9BVM9	Sfitti_g16824	
A0A1Q9BVM9	Sfitti_g1843	
A0A1Q9BVM9	Sfitti_g13429	
A0A1Q9BVN2	Sfitti_g7100	
A0A1Q9BVR9	Sfitti_g1907	GO:0048037
A0A1Q9BVS4	Sfitti_g24088	
A0A1Q9BVS4	Sfitti_g19695	
A0A1Q9BVS4	Sfitti_g19807	
A0A1Q9BVS4	Sfitti_g17252	
A0A1Q9BVS4	Sfitti_g20963	
A0A1Q9BVS4	Sfitti_g16473	
A0A1Q9BVS4	Sfitti_g18311	
A0A1Q9BVS4	Sfitti_g12135	
A0A1Q9BVS4	Sfitti_g11513	
A0A1Q9BVS4	Sfitti_g20118	
A0A1Q9BVS4	Sfitti_g21266	
A0A1Q9BVS4	Sfitti_g13777	
A0A1Q9BVT3	Sfitti_g4696	
A0A1Q9BVT3	Sfitti_g23553	
A0A1Q9BVT6	Sfitti_g1982	GO:0005524; GO:0051082; GO:0006457; GO:0006950
A0A1Q9BVT6	Sfitti_g21989	GO:0005524; GO:0051082; GO:0006457; GO:0006950
A0A1Q9BVT9	Sfitti_g20951	
A0A1Q9BVT9	Sfitti_g8807	
A0A1Q9BVT9	Sfitti_g20900	
A0A1Q9BVT9	Sfitti_g16548	
A0A1Q9BVT9	Sfitti_g15926	
A0A1Q9BVT9	Sfitti_g16477	
A0A1Q9BVT9	Sfitti_g21381	
A0A1Q9BVU3	Sfitti_g21895	
A0A1Q9BVW6	Sfitti_g775	
A0A1Q9BVX1	Sfitti_g23542	GO:0016021
A0A1Q9BVX1	Sfitti_g22950	GO:0016021
A0A1Q9BVX1	Sfitti_g23675	GO:0016021
A0A1Q9BVX6	Sfitti_g13986	
A0A1Q9BVY2	Sfitti_g5568	GO:0004332; GO:0006096
A0A1Q9BVY3	Sfitti_g19581	GO:0016787
A0A1Q9BVY6	Sfitti_g13896	
A0A1Q9BVY6	Sfitti_g18476	
A0A1Q9BVY6	Sfitti_g23386	
A0A1Q9BVY6	Sfitti_g10767	
A0A1Q9BVY6	Sfitti_g19978	
A0A1Q9BVY6	Sfitti_g14265	
A0A1Q9BVY6	Sfitti_g22855	
A0A1Q9BVY6	Sfitti_g17460	
A0A1Q9BVY6	Sfitti_g8145	
A0A1Q9BVY6	Sfitti_g14329	
A0A1Q9BVY7	Sfitti_g1761	
A0A1Q9BVZ4	Sfitti_g8080	
A0A1Q9BVZ4	Sfitti_g4681	
A0A1Q9BW08	Sfitti_g17913	
A0A1Q9BW08	Sfitti_g15245	
A0A1Q9BW08	Sfitti_g11679	
A0A1Q9BW08	Sfitti_g12078	
A0A1Q9BW08	Sfitti_g15191	
A0A1Q9BW10	Sfitti_g5468	GO:0016021
A0A1Q9BW21	Sfitti_g6923	GO:0003676; GO:0008270
A0A1Q9BW92	Sfitti_g19086	
A0A1Q9BW92	Sfitti_g17170	
A0A1Q9BW92	Sfitti_g19485	
A0A1Q9BW92	Sfitti_g14037	
A0A1Q9BW92	Sfitti_g22538	
A0A1Q9BW93	Sfitti_g9509	
A0A1Q9BW93	Sfitti_g6986	
A0A1Q9BWC3	Sfitti_g10184	
A0A1Q9BWD4	Sfitti_g18696	
A0A1Q9BWD6	Sfitti_g7001	
A0A1Q9BWD8	Sfitti_g13414	GO:0003676
A0A1Q9BWE9	Sfitti_g3695	
A0A1Q9BWH4	Sfitti_g17879	
A0A1Q9BWH4	Sfitti_g14718	
A0A1Q9BWI0	Sfitti_g9804	GO:0003677; GO:0015074; GO:0006310
A0A1Q9BWJ5	Sfitti_g13390	
A0A1Q9BWK0	Sfitti_g13313	
A0A1Q9BWK1	Sfitti_g24043	
A0A1Q9BWK1	Sfitti_g18170	
A0A1Q9BWK1	Sfitti_g19911	
A0A1Q9BWK1	Sfitti_g21216	
A0A1Q9BWK1	Sfitti_g23577	
A0A1Q9BWK1	Sfitti_g20108	
A0A1Q9BWK1	Sfitti_g20456	
A0A1Q9BWK1	Sfitti_g15796	
A0A1Q9BWK1	Sfitti_g18104	
A0A1Q9BWK1	Sfitti_g20784	
A0A1Q9BWK1	Sfitti_g18089	
A0A1Q9BWK1	Sfitti_g15837	
A0A1Q9BWK1	Sfitti_g21396	
A0A1Q9BWK1	Sfitti_g12101	
A0A1Q9BWK1	Sfitti_g4892	
A0A1Q9BWK1	Sfitti_g16544	
A0A1Q9BWK1	Sfitti_g20603	
A0A1Q9BWK1	Sfitti_g5371	
A0A1Q9BWK1	Sfitti_g19104	
A0A1Q9BWK1	Sfitti_g18804	
A0A1Q9BWK1	Sfitti_g13988	
A0A1Q9BWK1	Sfitti_g20998	
A0A1Q9BWK1	Sfitti_g19662	
A0A1Q9BWK1	Sfitti_g11326	
A0A1Q9BWK1	Sfitti_g14527	
A0A1Q9BWK1	Sfitti_g23659	
A0A1Q9BWK5	Sfitti_g13413	
A0A1Q9BWK8	Sfitti_g15421	
A0A1Q9BWK9	Sfitti_g7410	GO:0003676; GO:0016772; GO:0006388
A0A1Q9BWM0	Sfitti_g5525	
A0A1Q9BWM0	Sfitti_g5526	
A0A1Q9BWM4	Sfitti_g22677	GO:0003676; GO:0008270
A0A1Q9BWP2	Sfitti_g2356	
A0A1Q9BWP9	Sfitti_g13923	GO:0003676; GO:0003964
A0A1Q9BWR1	Sfitti_g15905	GO:0003676; GO:0015074
A0A1Q9BWR3	Sfitti_g4248	GO:0016491
A0A1Q9BWS5	Sfitti_g23733	
A0A1Q9BWS5	Sfitti_g8288	
A0A1Q9BWS6	Sfitti_g12781	
A0A1Q9BWS6	Sfitti_g21275	
A0A1Q9BWS9	Sfitti_g6956	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BWV2	Sfitti_g11393	
A0A1Q9BWX0	Sfitti_g8387	GO:0004386
A0A1Q9BWX0	Sfitti_g17461	GO:0004386
A0A1Q9BWX5	Sfitti_g21299	GO:0003677; GO:0004518
A0A1Q9BWX5	Sfitti_g1811	GO:0003677; GO:0004518
A0A1Q9BWY4	Sfitti_g14662	GO:0003676
A0A1Q9BX01	Sfitti_g19123	
A0A1Q9BX01	Sfitti_g19417	
A0A1Q9BX08	Sfitti_g16133	
A0A1Q9BX09	Sfitti_g9714	
A0A1Q9BX20	Sfitti_g2416	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BX23	Sfitti_g12468	GO:0003676; GO:0015074
A0A1Q9BX27	Sfitti_g5682	
A0A1Q9BX27	Sfitti_g5681	
A0A1Q9BX28	Sfitti_g11859	GO:0046872; GO:0003676; GO:0015074
A0A1Q9BX41	Sfitti_g16556	GO:0016021
A0A1Q9BX41	Sfitti_g17801	GO:0016021
A0A1Q9BX41	Sfitti_g18266	GO:0016021
A0A1Q9BX51	Sfitti_g10474	GO:0003676
A0A1Q9BX58	Sfitti_g13999	
A0A1Q9BX61	Sfitti_g20643	GO:0003676; GO:0015074
A0A1Q9BX61	Sfitti_g9851	GO:0003676; GO:0015074
A0A1Q9BX63	Sfitti_g6391	GO:0009982; GO:0003723; GO:0001522
A0A1Q9BX66	Sfitti_g22533	GO:0016021; GO:0018095
A0A1Q9BX66	Sfitti_g22513	GO:0016021; GO:0018095
A0A1Q9BX70	Sfitti_g14778	GO:0003676
A0A1Q9BX70	Sfitti_g12457	GO:0003676
A0A1Q9BX70	Sfitti_g9826	GO:0003676
A0A1Q9BX78	Sfitti_g12480	
A0A1Q9BX78	Sfitti_g11347	
A0A1Q9BX99	Sfitti_g22457	
A0A1Q9BXC4	Sfitti_g11090	
A0A1Q9BXC7	Sfitti_g16675	GO:0005509
A0A1Q9BXC9	Sfitti_g16978	
A0A1Q9BXE2	Sfitti_g3033	
A0A1Q9BXF0	Sfitti_g11577	
A0A1Q9BXF1	Sfitti_g4667	
A0A1Q9BXF8	Sfitti_g22073	
A0A1Q9BXF8	Sfitti_g14093	
A0A1Q9BXF8	Sfitti_g11348	
A0A1Q9BXF8	Sfitti_g16563	
A0A1Q9BXG7	Sfitti_g5554	GO:0003676
A0A1Q9BXG7	Sfitti_g8656	GO:0003676
A0A1Q9BXH0	Sfitti_g12895	
A0A1Q9BXH0	Sfitti_g1071	
A0A1Q9BXH7	Sfitti_g18175	
A0A1Q9BXJ1	Sfitti_g23296	
A0A1Q9BXJ1	Sfitti_g21579	
A0A1Q9BXJ1	Sfitti_g20507	
A0A1Q9BXJ1	Sfitti_g21570	
A0A1Q9BXJ1	Sfitti_g23488	
A0A1Q9BXJ1	Sfitti_g23580	
A0A1Q9BXJ5	Sfitti_g23586	
A0A1Q9BXJ5	Sfitti_g23462	
A0A1Q9BXJ5	Sfitti_g11987	
A0A1Q9BXJ5	Sfitti_g22399	
A0A1Q9BXJ9	Sfitti_g1322	
A0A1Q9BXK5	Sfitti_g9462	
A0A1Q9BXK8	Sfitti_g16346	
A0A1Q9BXL0	Sfitti_g22741	
A0A1Q9BXL2	Sfitti_g9788	GO:0003676; GO:0008270
A0A1Q9BXL5	Sfitti_g4613	GO:0003723
A0A1Q9BXL7	Sfitti_g20344	
A0A1Q9BXL7	Sfitti_g20882	
A0A1Q9BXM3	Sfitti_g14309	
A0A1Q9BXM7	Sfitti_g9033	
A0A1Q9BXN0	Sfitti_g18025	
A0A1Q9BXN0	Sfitti_g12130	
A0A1Q9BXN0	Sfitti_g14346	
A0A1Q9BXN1	Sfitti_g10624	
A0A1Q9BXN5	Sfitti_g11364	
A0A1Q9BXN5	Sfitti_g14472	
A0A1Q9BXN5	Sfitti_g11640	
A0A1Q9BXN5	Sfitti_g649	
A0A1Q9BXN5	Sfitti_g17198	
A0A1Q9BXN5	Sfitti_g9145	
A0A1Q9BXN5	Sfitti_g17795	
A0A1Q9BXN5	Sfitti_g18513	
A0A1Q9BXN5	Sfitti_g15469	
A0A1Q9BXN5	Sfitti_g17203	
A0A1Q9BXN5	Sfitti_g19120	
A0A1Q9BXN5	Sfitti_g21245	
A0A1Q9BXN5	Sfitti_g21509	
A0A1Q9BXN6	Sfitti_g14449	
A0A1Q9BXP7	Sfitti_g5442	GO:0005576; GO:0006508
A0A1Q9BXQ0	Sfitti_g22936	
A0A1Q9BXQ0	Sfitti_g22144	
A0A1Q9BXQ0	Sfitti_g10636	
A0A1Q9BXQ0	Sfitti_g12901	
A0A1Q9BXQ0	Sfitti_g18200	
A0A1Q9BXQ1	Sfitti_g827	GO:0003676; GO:0003964
A0A1Q9BXQ1	Sfitti_g8663	GO:0003676; GO:0003964
A0A1Q9BXQ5	Sfitti_g9796	GO:0003676
A0A1Q9BXQ5	Sfitti_g17004	GO:0003676
A0A1Q9BXQ5	Sfitti_g19429	GO:0003676
A0A1Q9BXQ7	Sfitti_g12548	
A0A1Q9BXR8	Sfitti_g19355	GO:0003676
A0A1Q9BXR8	Sfitti_g3421	GO:0003676
A0A1Q9BXS6	Sfitti_g23234	
A0A1Q9BXS6	Sfitti_g23414	
A0A1Q9BXS9	Sfitti_g11648	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BXS9	Sfitti_g10770	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BXS9	Sfitti_g14470	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BXT1	Sfitti_g11205	
A0A1Q9BXT5	Sfitti_g18769	
A0A1Q9BXT6	Sfitti_g20599	
A0A1Q9BXU0	Sfitti_g16638	
A0A1Q9BXU0	Sfitti_g22057	
A0A1Q9BXV0	Sfitti_g5547	
A0A1Q9BXW2	Sfitti_g15767	
A0A1Q9BXX4	Sfitti_g22066	
A0A1Q9BXX5	Sfitti_g11358	
A0A1Q9BXX8	Sfitti_g16103	
A0A1Q9BXX8	Sfitti_g18777	
A0A1Q9BXX8	Sfitti_g15221	
A0A1Q9BXX8	Sfitti_g21800	
A0A1Q9BXX8	Sfitti_g10233	
A0A1Q9BXX8	Sfitti_g18593	
A0A1Q9BXX8	Sfitti_g17581	
A0A1Q9BXX8	Sfitti_g9993	
A0A1Q9BXX8	Sfitti_g9268	
A0A1Q9BXY5	Sfitti_g21836	GO:0003676; GO:0015074
A0A1Q9BXY5	Sfitti_g15945	GO:0003676; GO:0015074
A0A1Q9BXY5	Sfitti_g24189	GO:0003676; GO:0015074
A0A1Q9BXY9	Sfitti_g7363	GO:0016874
A0A1Q9BY10	Sfitti_g5364	GO:0003676; GO:0004523
A0A1Q9BY16	Sfitti_g12767	
A0A1Q9BY28	Sfitti_g8017	GO:0016757; GO:0006486
A0A1Q9BY42	Sfitti_g5224	
A0A1Q9BY50	Sfitti_g6027	
A0A1Q9BY52	Sfitti_g12601	
A0A1Q9BY59	Sfitti_g800	GO:0016772; GO:0006388
A0A1Q9BY59	Sfitti_g18873	GO:0016772; GO:0006388
A0A1Q9BY66	Sfitti_g12212	
A0A1Q9BY66	Sfitti_g7466	
A0A1Q9BY68	Sfitti_g21678	
A0A1Q9BY70	Sfitti_g13133	GO:0004190; GO:0003676; GO:0008270
A0A1Q9BY78	Sfitti_g7716	GO:0003676; GO:0004523
A0A1Q9BY78	Sfitti_g7735	GO:0003676; GO:0004523
A0A1Q9BY90	Sfitti_g5705	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BY90	Sfitti_g13519	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BY90	Sfitti_g5707	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BY90	Sfitti_g5704	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BY90	Sfitti_g5706	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BY90	Sfitti_g1286	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BY90	Sfitti_g23544	GO:0003676; GO:0008270; GO:0015074
A0A1Q9BY94	Sfitti_g12770	
A0A1Q9BY95	Sfitti_g11936	GO:0016021
A0A1Q9BYA0	Sfitti_g4884	
A0A1Q9BYA2	Sfitti_g17366	GO:0003677; GO:0015074; GO:0006310
A0A1Q9BYA6	Sfitti_g4569	
A0A1Q9BYA6	Sfitti_g2715	
A0A1Q9BYB1	Sfitti_g12055	GO:0046872; GO:0008168
A0A1Q9BYB4	Sfitti_g22964	
A0A1Q9BYB9	Sfitti_g13216	GO:0005509
A0A1Q9BYC3	Sfitti_g8945	GO:0003676; GO:0008270
A0A1Q9BYC5	Sfitti_g15041	
A0A1Q9BYD9	Sfitti_g19568	GO:0004843; GO:0016579
A0A1Q9BYE2	Sfitti_g4415	
A0A1Q9BYE3	Sfitti_g18801	GO:0003676
A0A1Q9BYE3	Sfitti_g18110	GO:0003676
A0A1Q9BYE3	Sfitti_g9185	GO:0003676
A0A1Q9BYE3	Sfitti_g19135	GO:0003676
A0A1Q9BYE3	Sfitti_g4064	GO:0003676
A0A1Q9BYE3	Sfitti_g17326	GO:0003676
A0A1Q9BYE3	Sfitti_g7550	GO:0003676
A0A1Q9BYE3	Sfitti_g14554	GO:0003676
A0A1Q9BYE4	Sfitti_g7802	GO:0016301; GO:0003676; GO:0004523
A0A1Q9BYE4	Sfitti_g20040	GO:0016301; GO:0003676; GO:0004523
A0A1Q9BYE4	Sfitti_g21233	GO:0016301; GO:0003676; GO:0004523
A0A1Q9BYE4	Sfitti_g7	GO:0016301; GO:0003676; GO:0004523
A0A1Q9BYE6	Sfitti_g20934	GO:0003676; GO:0008270
A0A1Q9BYE6	Sfitti_g11952	GO:0003676; GO:0008270
A0A1Q9BYF1	Sfitti_g17357	GO:0003676
A0A1Q9BYF1	Sfitti_g5541	GO:0003676
A0A1Q9BYF3	Sfitti_g11627	GO:0003676; GO:0008270
A0A1Q9BYF5	Sfitti_g7371	GO:0016021
A0A1Q9BYF5	Sfitti_g5002	GO:0016021
A0A1Q9BYF5	Sfitti_g7372	GO:0016021
A0A1Q9BYF5	Sfitti_g19231	GO:0016021
A0A1Q9BYF5	Sfitti_g22995	GO:0016021
A0A1Q9BYF5	Sfitti_g5001	GO:0016021
A0A1Q9BYF5	Sfitti_g5003	GO:0016021
A0A1Q9BYF7	Sfitti_g19759	
A0A1Q9BYF8	Sfitti_g19806	
A0A1Q9BYF8	Sfitti_g21789	
A0A1Q9BYF8	Sfitti_g19055	
A0A1Q9BYF8	Sfitti_g22388	
A0A1Q9BYF8	Sfitti_g24151	
A0A1Q9BYG3	Sfitti_g17897	GO:0005634; GO:0003824; GO:0030151; GO:0030170
A0A1Q9BYG3	Sfitti_g21558	GO:0005634; GO:0003824; GO:0030151; GO:0030170
A0A1Q9BYG7	Sfitti_g10506	
A0A1Q9BYH0	Sfitti_g19087	
A0A1Q9BYH5	Sfitti_g16241	GO:0046872
A0A1Q9BYH9	Sfitti_g21555	GO:0005840; GO:0003735; GO:0006412
A0A1Q9BYI0	Sfitti_g10670	
A0A1Q9BYI0	Sfitti_g8209	
A0A1Q9BYI1	Sfitti_g9347	
A0A1Q9BYI1	Sfitti_g4520	
A0A1Q9BYI1	Sfitti_g4521	
A0A1Q9BYI1	Sfitti_g9346	
A0A1Q9BYI6	Sfitti_g7997	
A0A1Q9BYJ6	Sfitti_g14636	
A0A1Q9BYK5	Sfitti_g23379	GO:0016021
A0A1Q9BYK5	Sfitti_g7008	GO:0016021
A0A1Q9BYK5	Sfitti_g23061	GO:0016021
A0A1Q9BYK9	Sfitti_g15080	
A0A1Q9BYL9	Sfitti_g5827	GO:0016021; GO:0005509
A0A1Q9BYM2	Sfitti_g4168	GO:0004553; GO:0005975
A0A1Q9BYM9	Sfitti_g22514	
A0A1Q9BYN5	Sfitti_g22238	
A0A1Q9BYN5	Sfitti_g14082	
A0A1Q9BYN5	Sfitti_g17665	
A0A1Q9BYN5	Sfitti_g11181	
A0A1Q9BYN5	Sfitti_g21656	
A0A1Q9BYN5	Sfitti_g21632	
A0A1Q9BYN5	Sfitti_g11182	
A0A1Q9BYN5	Sfitti_g8916	
A0A1Q9BYN5	Sfitti_g8468	
A0A1Q9BYN5	Sfitti_g10398	
A0A1Q9BYN5	Sfitti_g8441	
A0A1Q9BYN5	Sfitti_g9763	
A0A1Q9BYN5	Sfitti_g9243	
A0A1Q9BYP4	Sfitti_g7279	GO:0046872
A0A1Q9BYP5	Sfitti_g15985	
A0A1Q9BYQ2	Sfitti_g6977	
A0A1Q9BYQ2	Sfitti_g21203	
A0A1Q9BYQ9	Sfitti_g12430	GO:0003676; GO:0015074
A0A1Q9BYQ9	Sfitti_g13990	GO:0003676; GO:0015074
A0A1Q9BYQ9	Sfitti_g8127	GO:0003676; GO:0015074
A0A1Q9BYR2	Sfitti_g7183	GO:0016021; GO:0005524; GO:0008017; GO:0003777; GO:0007018
A0A1Q9BYR2	Sfitti_g6974	GO:0016021; GO:0005524; GO:0008017; GO:0003777; GO:0007018
A0A1Q9BYR4	Sfitti_g15972	GO:0003676; GO:0015074
A0A1Q9BYS3	Sfitti_g13521	GO:0003676; GO:0008270
A0A1Q9BYS5	Sfitti_g17636	
A0A1Q9BYS5	Sfitti_g20087	
A0A1Q9BYS8	Sfitti_g9207	GO:0005737; GO:0050113; GO:0005506; GO:0019310
A0A1Q9BYS8	Sfitti_g9208	GO:0005737; GO:0050113; GO:0005506; GO:0019310
A0A1Q9BYT4	Sfitti_g18690	GO:0016021
A0A1Q9BYT4	Sfitti_g6612	GO:0016021
A0A1Q9BYT6	Sfitti_g3975	
A0A1Q9BYT7	Sfitti_g13822	
A0A1Q9BYT7	Sfitti_g6400	
A0A1Q9BYU0	Sfitti_g18228	GO:0003676
A0A1Q9BYU0	Sfitti_g17102	GO:0003676
A0A1Q9BYU3	Sfitti_g12825	
A0A1Q9BYV3	Sfitti_g20580	GO:0016787
A0A1Q9BYV9	Sfitti_g11647	
A0A1Q9BYW0	Sfitti_g4853	GO:0008168; GO:0003723
A0A1Q9BYW3	Sfitti_g6615	GO:0005524; GO:0003824
A0A1Q9BYW3	Sfitti_g22549	GO:0005524; GO:0003824
A0A1Q9BYW7	Sfitti_g18254	
A0A1Q9BYW8	Sfitti_g19526	GO:0003677; GO:0046872; GO:0015074; GO:0006310
A0A1Q9BYW8	Sfitti_g7055	GO:0003677; GO:0046872; GO:0015074; GO:0006310
A0A1Q9BYX0	Sfitti_g18905	
A0A1Q9BYX1	Sfitti_g7565	
A0A1Q9BYX1	Sfitti_g21613	
A0A1Q9BYX2	Sfitti_g12244	
A0A1Q9BYX6	Sfitti_g12138	
A0A1Q9BYY2	Sfitti_g14345	GO:0016021
A0A1Q9BYY8	Sfitti_g13937	
A0A1Q9BYZ0	Sfitti_g1980	GO:0016021; GO:0005524; GO:0003700; GO:0005044; GO:0043565; GO:0051082; GO:0006457; GO:0006950
A0A1Q9BYZ0	Sfitti_g1981	GO:0016021; GO:0005524; GO:0003700; GO:0005044; GO:0043565; GO:0051082; GO:0006457; GO:0006950
A0A1Q9BYZ3	Sfitti_g8044	
A0A1Q9BZ01	Sfitti_g17328	GO:0016021; GO:0005216
